iso,year,migrant_stock,refugee_stock,disaster_displacement,conflict_displacement,climate_change,air_quality,rule_of_law,gov_effectiveness,corruption_control,state_legit,cpa_d_12,cpa_d_avg,gdp,hdi_value,gini,country_name,region,donor,sids,ldc
IND,2000,641.1331,17.1,NA,NA,NA,NA,0.33021500000000004,-0.1337757,-0.3455512,NA,NA,NA,NA,0.495,NA,India,South Asia,1,0,0
JPN,2000,168.6444,0.3752,NA,NA,NA,NA,1.3157530000000002,1.199341,1.273968,NA,NA,NA,NA,0.858,NA,Japan,East Asia,1,0,0
KAZ,2000,287.4194,2.0579,NA,NA,NA,NA,-1.1074110000000001,-0.6947175,-1.123968,NA,NA,NA,NA,0.685,NA,Kazakhstan,Central and West Asia,1,0,0
KGZ,2000,38.9824,1.0995,NA,NA,NA,NA,-0.8710806999999999,-0.503099,-0.9031251,NA,NA,NA,NA,0.62,NA,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2000,14.6085,0.0034,NA,NA,NA,NA,-1.059129,-0.8275169,-0.9583681999999999,NA,NA,NA,NA,0.424,NA,Cambodia,Southeast Asia,0,0,1
KIR,2000,0.2283,NA,NA,NA,NA,NA,0.5870306,-0.1675885,-0.3320304,NA,NA,NA,NA,NA,NA,Kiribati,Oceania,0,1,1
KOR,2000,24.4224,0.0052,NA,NA,NA,NA,0.8812566999999999,0.7543430999999999,0.3226252,NA,NA,NA,NA,0.823,NA,Republic of Korea,East Asia,1,0,0
LAO,2000,2.1948,NA,NA,NA,NA,NA,-0.9881363000000001,-0.7781562,-0.8859748,NA,NA,NA,NA,0.471,NA,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2000,4.0132,0.0039,NA,NA,NA,NA,0.1523,-0.29760879999999995,-0.1829986,NA,NA,NA,NA,0.691,NA,Sri Lanka,South Asia,0,0,0
MDV,2000,2.7092,NA,NA,NA,NA,NA,0.0680506,0.36842129999999995,-0.38152800000000003,NA,NA,NA,NA,0.622,NA,Maldives,South Asia,0,1,0
MHL,2000,0.1891,NA,NA,NA,NA,NA,0.0031421999999999995,-0.8299040000000001,-0.28753690000000004,NA,NA,NA,NA,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2000,9.8011,NA,NA,NA,NA,NA,-1.423945,-1.230591,-1.3876190000000002,NA,NA,NA,NA,0.414,NA,Myanmar,Southeast Asia,0,0,0
MNG,2000,0.8206,NA,NA,NA,NA,NA,-0.0061646999999999995,-0.2799023,-0.309789,NA,NA,NA,NA,0.588,NA,Mongolia,East Asia,0,0,0
MYS,2000,146.3598,5.0487,NA,NA,NA,NA,0.27311840000000004,1.057264,0.3370187,NA,NA,NA,NA,0.723,NA,Malaysia,Southeast Asia,1,0,0
NIU,2000,0.0498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niue,Oceania,0,1,0
NPL,2000,71.79,12.9237,NA,NA,NA,NA,-0.2528777,-0.45854880000000003,-0.666684,NA,NA,NA,NA,0.453,NA,Nepal,South Asia,0,0,1
NRU,2000,0.2394,NA,NA,NA,NA,NA,0.8622218,NA,NA,NA,NA,NA,NA,NA,NA,Nauru,Oceania,1,1,0
NZL,2000,67.8813,0.4923,NA,NA,NA,NA,1.8253220000000001,1.659819,2.251775,NA,NA,NA,NA,0.876,NA,New Zealand,Oceania,1,0,0
PAK,2000,418.1912,200.1466,NA,NA,NA,NA,-0.9287443000000001,-0.5973354000000001,-0.8410398000000001,NA,NA,NA,NA,0.447,NA,Pakistan,South Asia,0,0,0
PHL,2000,31.8095,0.0196,NA,NA,NA,NA,-0.3752432,-0.17567120000000003,-0.5104946,NA,NA,NA,NA,0.632,NA,Philippines,Southeast Asia,0,0,0
PLW,2000,0.631,NA,NA,NA,NA,NA,0.8622218,NA,NA,NA,NA,NA,NA,0.744,NA,Palau,Oceania,0,1,0
PNG,2000,2.6304,0.7066,NA,NA,NA,NA,-0.8443933000000001,-0.4300175,-0.8323221,NA,NA,NA,NA,0.45,NA,Papua New Guinea,Oceania,0,1,0
SGP,2000,135.1691,NA,NA,NA,NA,NA,1.298522,2.1990689999999997,2.208549,NA,NA,NA,NA,0.821,NA,Singapore,Southeast Asia,1,1,0
SLB,2000,0.3981,NA,NA,NA,NA,NA,-0.5834655,-0.9589806999999999,-0.3637805,NA,NA,NA,NA,0.475,NA,Solomon Islands,Oceania,0,1,1
THA,2000,125.7821,10.4965,NA,NA,NA,NA,0.5811126,0.2110565,-0.18698789999999998,NA,NA,NA,NA,0.652,NA,Thailand,Southeast Asia,1,0,0
TJK,2000,29.9499,1.5597,NA,NA,NA,NA,-1.390418,-1.19373,-1.275289,NA,NA,NA,NA,0.555,NA,Tajikistan,Central and West Asia,0,0,0
TKM,2000,21.9067,1.4757,NA,NA,NA,NA,-1.328344,-1.273091,-1.133726,NA,NA,NA,NA,NA,NA,Turkmenistan,Central and West Asia,0,0,0
TLS,2000,1.0602,NA,NA,NA,NA,NA,0.29226399999999997,NA,NA,NA,NA,NA,NA,0.484,NA,Timor-Leste,Southeast Asia,0,1,1
TON,2000,0.3684,NA,NA,NA,NA,NA,0.2412006,-0.4760423,-0.40070500000000003,NA,NA,NA,NA,0.675,NA,Tonga,Oceania,0,1,0
TUV,2000,0.0218,NA,NA,NA,NA,NA,1.36209,0.5015960999999999,0.4688683,NA,NA,NA,NA,NA,NA,Tuvalu,Oceania,0,1,1
TWN,2000,NA,NA,NA,NA,NA,NA,0.8348612,0.7394254,0.7259406,NA,NA,NA,NA,NA,NA,"Taipei,China",East Asia,1,0,0
UZB,2000,140.6498,3.9598,NA,NA,NA,NA,-1.224758,-0.976458,-1.0523870000000002,NA,NA,NA,NA,0.599,NA,Uzbekistan,Central and West Asia,0,0,0
VNM,2000,5.6754,1.5945,NA,NA,NA,NA,-0.36243790000000004,-0.43991090000000005,-0.568332,NA,NA,NA,NA,0.586,NA,Viet Nam,Southeast Asia,0,0,0
VUT,2000,0.2626,NA,NA,NA,NA,NA,0.3880665,-0.5263426999999999,-0.28199040000000003,NA,NA,NA,NA,NA,NA,Vanuatu,Oceania,0,1,0
WSM,2000,0.5998,NA,NA,NA,NA,NA,0.7758543000000001,0.4412707,0.09337430000000001,NA,NA,NA,NA,0.651,NA,Samoa,Oceania,0,1,0
AFG,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353,NA,Afghanistan,South Asia,0,0,1
ARM,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4224766539999998,0.673,35.4,Armenia,Central and West Asia,0,0,0
AUS,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.86476803,0.905,33.5,Australia,Oceania,1,0,0
AZE,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.614792116,0.643,36.5,Azerbaijan,Central and West Asia,0,0,0
BGD,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6741669727,0.486,NA,Bangladesh,South Asia,0,0,1
BRN,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.291135770000004,0.803,NA,Brunei Darussalam,Southeast Asia,1,0,0
BTN,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1758568289999998,NA,NA,Bhutan,South Asia,0,0,1
CHN,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.359568217,0.596,NA,People's Republic of China,East Asia,1,0,0
FJI,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17411818,0.698,NA,Fiji,Oceania,0,1,0
FSM,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.963872185,0.553,NA,Federated States of Micronesia,Oceania,0,1,0
GEO,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6675080070000001,0.694,39.6,Georgia,Central and West Asia,0,0,0
HKG,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.885316239999998,0.838,NA,"Hong Kong, China",East Asia,1,0,0
IDN,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.909291868,0.609,29,Indonesia,Southeast Asia,1,0,0
IND,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.780606234,0.499,NA,India,South Asia,1,0,0
JPN,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.476052069999998,0.861,NA,Japan,East Asia,1,0,0
KAZ,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.055313866,0.7,36,Kazakhstan,Central and West Asia,1,0,0
KGZ,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7494197807,0.628,30.2,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5155754149,0.438,NA,Cambodia,Southeast Asia,0,0,1
KIR,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.504568264,NA,NA,Kiribati,Oceania,0,1,1
KOR,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.68084549,0.829,NA,Republic of Korea,East Asia,1,0,0
LAO,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9738597549000001,0.477,NA,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.880258949,0.697,NA,Sri Lanka,South Asia,0,0,0
MDV,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.544297913,0.626,NA,Maldives,South Asia,0,1,0
MHL,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.139404019,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3448804485,0.423,NA,Myanmar,Southeast Asia,0,0,0
MNG,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.624223385,0.599,NA,Mongolia,East Asia,0,0,0
MYS,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.286134861,0.721,NA,Malaysia,Southeast Asia,1,0,0
NPL,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5794659856000001,0.454,NA,Nepal,South Asia,0,0,1
NZL,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.756756960000004,0.88,NA,New Zealand,Oceania,1,0,0
PAK,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.039156104,0.454,30.4,Pakistan,South Asia,0,0,0
PHL,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.846931428,0.633,NA,Philippines,Southeast Asia,0,0,0
PLW,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.335817429999999,0.747,NA,Palau,Oceania,0,1,0
PNG,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8416398710000002,0.456,NA,Papua New Guinea,Oceania,0,1,0
SGP,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.585577810000004,0.825,NA,Singapore,Southeast Asia,1,1,0
SLB,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.737157415,0.48,NA,Solomon Islands,Oceania,0,1,1
THA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6053682350000003,0.66,NA,Thailand,Southeast Asia,1,0,0
TJK,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46826108669999994,0.564,NA,Tajikistan,Central and West Asia,0,0,0
TKM,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.362553227,NA,NA,Turkmenistan,Central and West Asia,0,0,0
TLS,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.075037715,0.492,35.9,Timor-Leste,Southeast Asia,0,1,1
TON,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7899616500000004,0.679,NA,Tonga,Oceania,0,1,0
TUV,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.900738643,NA,NA,Tuvalu,Oceania,0,1,1
UZB,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3131922710000001,0.607,NA,Uzbekistan,Central and West Asia,0,0,0
VNM,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0057968400000001,0.594,NA,Viet Nam,Southeast Asia,0,0,0
VUT,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.678709047,NA,NA,Vanuatu,Oceania,0,1,0
WSM,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.475987268,0.659,NA,Samoa,Oceania,0,1,0
AFG,2002,NA,NA,NA,NA,NA,NA,-1.670823,-1.567973,-1.263366,NA,NA,NA,0.3198471073,0.384,NA,Afghanistan,South Asia,0,0,1
ARM,2002,NA,NA,NA,NA,NA,NA,-0.42327200000000004,-0.09140169999999999,-0.7465239,NA,NA,NA,1.6191121890000002,0.682,34.8,Armenia,Central and West Asia,0,0,0
AUS,2002,NA,NA,NA,NA,NA,NA,1.7999900000000002,1.718943,1.8096279999999998,NA,NA,NA,47.127278100000005,0.907,NA,Australia,Oceania,1,0,0
AZE,2002,NA,NA,NA,NA,NA,NA,-0.9086569999999999,-0.9290094000000001,-1.1792719999999999,NA,NA,NA,1.754073606,0.651,25.3,Azerbaijan,Central and West Asia,0,0,0
BGD,2002,NA,NA,NA,NA,NA,NA,-0.9030271999999999,-0.6887409000000001,-1.361227,NA,NA,NA,0.6873833075,0.492,NA,Bangladesh,South Asia,0,0,1
BRN,2002,NA,NA,NA,NA,NA,NA,0.5020638,0.8949295,0.3102241,NA,NA,NA,34.9266281,0.807,NA,Brunei Darussalam,Southeast Asia,1,0,0
BTN,2002,NA,NA,NA,NA,NA,NA,0.0583945,0.7845386,1.0394709999999998,NA,NA,NA,1.278877826,NA,NA,Bhutan,South Asia,0,0,1
CHN,2002,NA,NA,NA,NA,NA,NA,-0.49772959999999994,-0.0602706,-0.5182464,NA,NA,NA,2.5578870940000002,0.606,42,People's Republic of China,East Asia,1,0,0
COK,2002,NA,NA,NA,NA,NA,NA,0.6451816,-0.0110881,0.184678,NA,NA,NA,NA,NA,NA,Cook Islands,Oceania,0,1,0
FJI,2002,NA,NA,NA,NA,NA,NA,-0.325182,0.14159839999999999,0.29619409999999996,NA,NA,NA,4.300641278,0.7,38.1,Fiji,Oceania,0,1,0
FSM,2002,NA,NA,NA,NA,NA,NA,0.018335499999999998,-0.7711372,-0.3152156,NA,NA,NA,2.984066221,0.559,NA,Federated States of Micronesia,Oceania,0,1,0
GEO,2002,NA,NA,NA,NA,NA,NA,-1.056167,-0.7959847,-1.233965,NA,NA,NA,1.7746364420000003,0.699,37.2,Georgia,Central and West Asia,0,0,0
HKG,2002,NA,NA,NA,NA,NA,NA,1.29407,1.386807,1.713238,NA,NA,NA,27.20994693,0.845,NA,"Hong Kong, China",East Asia,1,0,0
IDN,2002,NA,NA,NA,NA,NA,NA,-0.9140038,-0.41421090000000005,-1.14404,NA,NA,NA,1.968301128,0.615,31.7,Indonesia,Southeast Asia,1,0,0
IND,2002,NA,NA,NA,NA,NA,NA,0.0033842,-0.1207639,-0.5158787,NA,NA,NA,0.7967247856,0.506,NA,India,South Asia,1,0,0
JPN,2002,NA,NA,NA,NA,NA,NA,1.176049,1.068673,0.9685954,NA,NA,NA,31.416124180000004,0.864,NA,Japan,East Asia,1,0,0
KAZ,2002,NA,NA,NA,NA,NA,NA,-1.1426690000000002,-0.9299886999999999,-1.111002,NA,NA,NA,5.550505632,0.714,34.8,Kazakhstan,Central and West Asia,1,0,0
KGZ,2002,NA,NA,NA,NA,NA,NA,-0.8053126,-0.6167716999999999,-0.9899996999999999,NA,NA,NA,0.7424436884,0.63,30.3,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2002,NA,NA,NA,NA,NA,NA,-1.143052,-0.8083998,-1.009935,NA,NA,NA,0.5393939328999999,0.457,NA,Cambodia,Southeast Asia,0,0,1
KIR,2002,NA,NA,NA,NA,NA,NA,0.5590889,-0.2195811,-0.0901322,NA,NA,NA,1.535368753,NA,NA,Kiribati,Oceania,0,1,1
KOR,2002,NA,NA,NA,NA,NA,NA,0.9473205,0.9067709999999999,0.5032603,NA,NA,NA,18.936951649999997,0.837,NA,Republic of Korea,East Asia,1,0,0
LAO,2002,NA,NA,NA,NA,NA,NA,-1.154668,-0.9143893,-1.151778,NA,NA,NA,1.0157901130000002,0.486,32.6,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2002,NA,NA,NA,NA,NA,NA,0.3302857,-0.040673400000000005,-0.1835918,NA,NA,NA,1.9393462179999998,0.703,40.2,Sri Lanka,South Asia,0,0,0
MDV,2002,NA,NA,NA,NA,NA,NA,-0.1425849,0.4016014,-0.18498779999999998,NA,NA,NA,6.832022434000001,0.63,41.3,Maldives,South Asia,0,1,0
MHL,2002,NA,NA,NA,NA,NA,NA,0.1920965,-1.1327049999999999,-0.4837397,NA,NA,NA,3.1973457069999998,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2002,NA,NA,NA,NA,NA,NA,-1.7139630000000001,-1.31476,-1.316296,NA,NA,NA,0.3813893644,0.432,NA,Myanmar,Southeast Asia,0,0,0
MNG,2002,NA,NA,NA,NA,NA,NA,0.1798876,-0.1510513,-0.007152600000000001,NA,NA,NA,1.684619601,0.608,32.9,Mongolia,East Asia,0,0,0
MYS,2002,NA,NA,NA,NA,NA,NA,0.4508347,1.021576,0.2749991,NA,NA,NA,6.488384664,0.723,NA,Malaysia,Southeast Asia,1,0,0
NPL,2002,NA,NA,NA,NA,NA,NA,-0.470369,-0.456825,-0.3575014,NA,NA,NA,0.5712807672,0.464,NA,Nepal,South Asia,0,0,1
NRU,2002,NA,NA,NA,NA,NA,NA,0.8586732,NA,NA,NA,NA,NA,NA,NA,NA,Nauru,Oceania,1,1,0
NZL,2002,NA,NA,NA,NA,NA,NA,1.8243060000000002,1.7384279999999999,2.3208159999999998,NA,NA,NA,32.668724510000004,0.888,NA,New Zealand,Oceania,1,0,0
PAK,2002,NA,NA,NA,NA,NA,NA,-0.7777725000000001,-0.4066568,-0.9082966,NA,NA,NA,1.039783868,0.462,NA,Pakistan,South Asia,0,0,0
PHL,2002,NA,NA,NA,NA,NA,NA,-0.3747749,-0.1292202,-0.5000148,NA,NA,NA,1.8757244440000003,0.638,NA,Philippines,Southeast Asia,0,0,0
PLW,2002,NA,NA,NA,NA,NA,NA,0.8586732,NA,NA,NA,NA,NA,12.6134355,0.751,NA,Palau,Oceania,0,1,0
PNG,2002,NA,NA,NA,NA,NA,NA,-0.9390847999999999,-0.4665455,-0.9128661,NA,NA,NA,1.801329726,0.462,NA,Papua New Guinea,Oceania,0,1,0
SGP,2002,NA,NA,NA,NA,NA,NA,1.406749,1.854913,2.32098,NA,NA,NA,34.58325691,0.833,NA,Singapore,Southeast Asia,1,1,0
SLB,2002,NA,NA,NA,NA,NA,NA,-0.9063572,-2.046691,-0.7050016,NA,NA,NA,1.64403912,0.486,NA,Solomon Islands,Oceania,0,1,1
THA,2002,NA,NA,NA,NA,NA,NA,0.38436529999999997,0.30969179999999996,-0.312025,NA,NA,NA,3.795410729,0.669,41.9,Thailand,Southeast Asia,1,0,0
TJK,2002,NA,NA,NA,NA,NA,NA,-1.188971,-1.2301950000000001,-1.166876,NA,NA,NA,0.5100862466,0.573,NA,Tajikistan,Central and West Asia,0,0,0
TKM,2002,NA,NA,NA,NA,NA,NA,-1.410016,-1.455165,-1.271739,NA,NA,NA,2.345029872,NA,NA,Turkmenistan,Central and West Asia,0,0,0
TLS,2002,NA,NA,NA,NA,NA,NA,-0.8275248,-0.7348684,-0.2136295,NA,NA,NA,0.9796479061000001,0.503,NA,Timor-Leste,Southeast Asia,0,1,1
TON,2002,NA,NA,NA,NA,NA,NA,0.1594864,-0.8094302,-0.5402989,NA,NA,NA,3.951989658,0.684,NA,Tonga,Oceania,0,1,0
TUV,2002,NA,NA,NA,NA,NA,NA,1.3724049999999999,0.0162519,0.5859711999999999,NA,NA,NA,3.0919798409999997,NA,NA,Tuvalu,Oceania,0,1,1
TWN,2002,NA,NA,NA,NA,NA,NA,0.8874629999999999,0.7920457,0.6445099,NA,NA,NA,NA,NA,NA,"Taipei,China",East Asia,1,0,0
UZB,2002,NA,NA,NA,NA,NA,NA,-1.476941,-1.18511,-1.0300340000000001,NA,NA,NA,1.3487637949999998,0.614,33,Uzbekistan,Central and West Asia,0,0,0
VNM,2002,NA,NA,NA,NA,NA,NA,-0.6433960999999999,-0.43739390000000006,-0.5696135999999999,NA,NA,NA,1.058985147,0.602,37,Viet Nam,Southeast Asia,0,0,0
VUT,2002,NA,NA,NA,NA,NA,NA,0.2508718,-0.7902836999999999,-0.29387490000000005,NA,NA,NA,2.477679315,NA,NA,Vanuatu,Oceania,0,1,0
WSM,2002,NA,NA,NA,NA,NA,NA,1.034857,0.44650109999999993,0.0699039,NA,NA,NA,3.606095092,0.659,40.7,Samoa,Oceania,0,1,0
AFG,2003,NA,NA,NA,NA,NA,NA,-1.5538290000000001,-1.082488,-1.351042,NA,NA,NA,0.3322200097,0.393,NA,Afghanistan,South Asia,0,0,1
ARM,2003,NA,NA,NA,NA,NA,NA,-0.3025564,-0.15630070000000001,-0.5700286,NA,NA,NA,1.8555968269999998,0.691,33,Armenia,Central and West Asia,0,0,0
AUS,2003,NA,NA,NA,NA,NA,NA,1.882049,1.8376430000000001,1.9498540000000002,NA,NA,NA,47.99713714,0.909,33.5,Australia,Oceania,1,0,0
AZE,2003,NA,NA,NA,NA,NA,NA,-0.8365198,-0.7668569000000001,-1.007087,NA,NA,NA,1.9185436329999999,0.659,26.8,Azerbaijan,Central and West Asia,0,0,0
BGD,2003,NA,NA,NA,NA,NA,NA,-1.0476530000000002,-0.7254451999999999,-1.4428219999999998,NA,NA,NA,0.707605094,0.499,NA,Bangladesh,South Asia,0,0,1
BRN,2003,NA,NA,NA,NA,NA,NA,0.590917,0.7458653000000001,0.31894770000000006,NA,NA,NA,35.277802339999994,0.813,NA,Brunei Darussalam,Southeast Asia,1,0,0
BTN,2003,NA,NA,NA,NA,NA,NA,0.2066349,0.4894388,1.090904,NA,NA,NA,1.352978958,NA,40.9,Bhutan,South Asia,0,0,1
CHN,2003,NA,NA,NA,NA,NA,NA,-0.5298271,-0.0820877,-0.359454,NA,NA,NA,2.797171718,0.618,NA,People's Republic of China,East Asia,1,0,0
COK,2003,NA,NA,NA,NA,NA,NA,0.6774979,-0.21267289999999997,0.08526339999999999,NA,NA,NA,NA,NA,NA,Cook Islands,Oceania,0,1,0
FJI,2003,NA,NA,NA,NA,NA,NA,-0.0493926,-0.1133136,0.0565854,NA,NA,NA,4.339277817,0.702,NA,Fiji,Oceania,0,1,0
FSM,2003,NA,NA,NA,NA,NA,NA,-0.0925404,-0.7865791999999999,-0.3352613,NA,NA,NA,3.034523286,0.565,NA,Federated States of Micronesia,Oceania,0,1,0
GEO,2003,NA,NA,NA,NA,NA,NA,-0.8983058,-0.3994781,-0.6959892,NA,NA,NA,1.984244331,0.708,36.7,Georgia,Central and West Asia,0,0,0
HKG,2003,NA,NA,NA,NA,NA,NA,1.573022,1.653428,1.8529229999999999,NA,NA,NA,28.09696195,0.854,NA,"Hong Kong, China",East Asia,1,0,0
IDN,2003,NA,NA,NA,NA,NA,NA,-0.8508331,-0.46446409999999994,-0.9697266,NA,NA,NA,2.034761462,0.622,31.9,Indonesia,Southeast Asia,1,0,0
IND,2003,NA,NA,NA,NA,NA,NA,0.13099349999999998,-0.0884409,-0.41657170000000004,NA,NA,NA,0.8452748445000001,0.518,NA,India,South Asia,1,0,0
JPN,2003,NA,NA,NA,NA,NA,NA,1.1963190000000001,1.2178280000000001,1.210685,NA,NA,NA,31.83021758,0.867,NA,Japan,East Asia,1,0,0
KAZ,2003,NA,NA,NA,NA,NA,NA,-1.030669,-0.6258659000000001,-1.026358,NA,NA,NA,6.0463280169999996,0.726,33.7,Kazakhstan,Central and West Asia,1,0,0
KGZ,2003,NA,NA,NA,NA,NA,NA,-0.7409121999999999,-0.5705335,-0.9836335999999999,NA,NA,NA,0.7863518199999999,0.637,28.7,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2003,NA,NA,NA,NA,NA,NA,-1.253176,-0.85185,-0.9947600000000001,NA,NA,NA,0.5753292406,0.47,NA,Cambodia,Southeast Asia,0,0,1
KIR,2003,NA,NA,NA,NA,NA,NA,0.30595479999999997,-0.7468366,0.1624471,NA,NA,NA,1.539165384,NA,NA,Kiribati,Oceania,0,1,1
KOR,2003,NA,NA,NA,NA,NA,NA,0.8342572,0.9240439,0.5583808000000001,NA,NA,NA,19.43197111,0.844,NA,Republic of Korea,East Asia,1,0,0
LAO,2003,NA,NA,NA,NA,NA,NA,-1.272733,-1.001565,-1.1820760000000001,NA,NA,NA,1.0613064259999998,0.494,NA,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2003,NA,NA,NA,NA,NA,NA,0.24453249999999999,-0.203533,-0.22623020000000002,NA,NA,NA,2.0372820469999997,0.712,NA,Sri Lanka,South Asia,0,0,0
MDV,2003,NA,NA,NA,NA,NA,NA,-0.015174200000000002,0.10685399999999999,-0.053087699999999995,NA,NA,NA,7.553291477,0.644,NA,Maldives,South Asia,0,1,0
MHL,2003,NA,NA,NA,NA,NA,NA,0.0727762,-1.0433299999999999,-0.8329694999999999,NA,NA,NA,3.081137193,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2003,NA,NA,NA,NA,NA,NA,-1.700723,-1.244308,-1.481886,NA,NA,NA,0.4269196058,0.442,NA,Myanmar,Southeast Asia,0,0,0
MNG,2003,NA,NA,NA,NA,NA,NA,0.2130862,-0.22806679999999996,-0.2017621,NA,NA,NA,1.7839987620000002,0.621,NA,Mongolia,East Asia,0,0,0
MYS,2003,NA,NA,NA,NA,NA,NA,0.5239099,1.162356,0.343969,NA,NA,NA,6.727671042,0.73,46.4,Malaysia,Southeast Asia,1,0,0
NPL,2003,NA,NA,NA,NA,NA,NA,-0.5560039999999999,-0.5159052,-0.4582963,NA,NA,NA,0.585406948,0.47,43.8,Nepal,South Asia,0,0,1
NRU,2003,NA,NA,NA,NA,NA,NA,0.8622284,NA,NA,NA,NA,NA,NA,NA,NA,Nauru,Oceania,1,1,0
NZL,2003,NA,NA,NA,NA,NA,NA,1.887663,1.8262349999999998,2.346575,NA,NA,NA,33.48762421,0.891,NA,New Zealand,Oceania,1,0,0
PAK,2003,NA,NA,NA,NA,NA,NA,-0.7742094,-0.4030545,-0.762178,NA,NA,NA,1.074394079,0.471,NA,Pakistan,South Asia,0,0,0
PHL,2003,NA,NA,NA,NA,NA,NA,-0.49134979999999995,-0.1031132,-0.5840759,NA,NA,NA,1.9311088010000002,0.642,46.6,Philippines,Southeast Asia,0,0,0
PLW,2003,NA,NA,NA,NA,NA,NA,0.8622284,NA,NA,NA,NA,NA,12.09711286,0.755,NA,Palau,Oceania,0,1,0
PNG,2003,NA,NA,NA,NA,NA,NA,-1.138458,-0.6049654000000001,-0.8823828000000001,NA,NA,NA,1.8034205100000003,0.47,NA,Papua New Guinea,Oceania,0,1,0
