iso,year,migrant_stock,refugee_stock,disaster_displacement,conflict_displacement,climate_change,air_quality,rule_of_law,gov_effectiveness,corruption_control,state_legit,cpa_d_12,cpa_d_avg,gdp,hdi_value,gini,country_name,region,donor,sids,ldc
SGP,2003,NA,NA,NA,NA,NA,NA,1.5733,1.947802,2.228928,NA,NA,NA,36.688898089999995,0.842,NA,Singapore,Southeast Asia,1,1,0
SLB,2003,NA,NA,NA,NA,NA,NA,-0.8802009,-2.270754,-0.6321664,NA,NA,NA,1.7059586070000001,0.492,NA,Solomon Islands,Oceania,0,1,1
THA,2003,NA,NA,NA,NA,NA,NA,0.16213129999999998,0.3663059,-0.173061,NA,NA,NA,4.037971135,0.677,NA,Thailand,Southeast Asia,1,0,0
TJK,2003,NA,NA,NA,NA,NA,NA,-1.027935,-1.106954,-1.1429040000000001,NA,NA,NA,0.5562689651,0.588,32.7,Tajikistan,Central and West Asia,0,0,0
TKM,2003,NA,NA,NA,NA,NA,NA,-1.421892,-1.465225,-1.221208,NA,NA,NA,2.397896383,NA,NA,Turkmenistan,Central and West Asia,0,0,0
TLS,2003,NA,NA,NA,NA,NA,NA,-0.5266637,-0.9260253,-0.22140259999999998,NA,NA,NA,0.9335706988,0.504,NA,Timor-Leste,Southeast Asia,0,1,1
TON,2003,NA,NA,NA,NA,NA,NA,-0.2755337,-0.480364,-0.5048001,NA,NA,NA,4.020143668,0.693,NA,Tonga,Oceania,0,1,0
TUV,2003,NA,NA,NA,NA,NA,NA,1.297973,-1.06835,-0.4714947,NA,NA,NA,2.948641532,NA,NA,Tuvalu,Oceania,0,1,1
TWN,2003,NA,NA,NA,NA,NA,NA,0.9776613999999999,0.978484,0.8482103000000001,NA,NA,NA,NA,NA,NA,"Taipei,China",East Asia,1,0,0
UZB,2003,NA,NA,NA,NA,NA,NA,-1.3096139999999998,-1.1030799999999998,-1.090016,NA,NA,NA,1.389587208,0.619,35.3,Uzbekistan,Central and West Asia,0,0,0
VNM,2003,NA,NA,NA,NA,NA,NA,-0.5810017,-0.4460183,-0.4990683,NA,NA,NA,1.121491894,0.611,NA,Viet Nam,Southeast Asia,0,0,0
VUT,2003,NA,NA,NA,NA,NA,NA,0.1132963,-0.8514813,-0.22196439999999998,NA,NA,NA,2.5185660000000003,NA,NA,Vanuatu,Oceania,0,1,0
WSM,2003,NA,NA,NA,NA,NA,NA,1.0279280000000002,0.45091220000000004,0.0762563,NA,NA,NA,3.746184282,0.665,NA,Samoa,Oceania,0,1,0
AFG,2004,NA,NA,NA,NA,NA,NA,-1.697143,-0.8940507,-1.345281,NA,NA,NA,0.3226680095,0.409,NA,Afghanistan,South Asia,0,0,1
ARM,2004,NA,NA,NA,NA,NA,NA,-0.42260770000000003,-0.0922412,-0.6104831000000001,NA,NA,NA,2.0622032329999995,0.7,37.5,Armenia,Central and West Asia,0,0,0
AUS,2004,NA,NA,NA,NA,NA,NA,1.8155720000000002,2.0067779999999997,2.0287610000000003,NA,NA,NA,49.43912229,0.911,33.1,Australia,Oceania,1,0,0
AZE,2004,NA,NA,NA,NA,NA,NA,-0.8747746,-0.7424284000000001,-1.163042,NA,NA,NA,2.077812262,0.667,26.6,Azerbaijan,Central and West Asia,0,0,0
BGD,2004,NA,NA,NA,NA,NA,NA,-1.01997,-0.8191851,-1.496538,NA,NA,NA,0.7327488409,0.506,NA,Bangladesh,South Asia,0,0,1
BRN,2004,NA,NA,NA,NA,NA,NA,0.3814886,0.2431719,0.4089673,NA,NA,NA,34.850144220000004,0.818,NA,Brunei Darussalam,Southeast Asia,1,0,0
BTN,2004,NA,NA,NA,NA,NA,NA,0.34137199999999995,0.0205903,0.7965031,NA,NA,NA,1.409647999,NA,NA,Bhutan,South Asia,0,0,1
CHN,2004,NA,NA,NA,NA,NA,NA,-0.5293401999999999,-0.0552381,-0.5596941999999999,NA,NA,NA,3.0618277640000002,0.628,NA,People's Republic of China,East Asia,1,0,0
COK,2004,NA,NA,NA,NA,NA,NA,0.638822,-0.379427,0.10778139999999999,NA,NA,NA,NA,NA,NA,Cook Islands,Oceania,0,1,0
FJI,2004,NA,NA,NA,NA,NA,NA,0.0260307,-0.3909178,0.15849449999999998,NA,NA,NA,4.559281467,0.709,NA,Fiji,Oceania,0,1,0
FSM,2004,NA,NA,NA,NA,NA,NA,0.437779,-0.6038283,-0.043186699999999995,NA,NA,NA,2.9487235170000003,0.57,NA,Federated States of Micronesia,Oceania,0,1,0
GEO,2004,NA,NA,NA,NA,NA,NA,-0.6579159000000001,-0.5374144000000001,-0.4687156,NA,NA,NA,2.1122613190000004,0.715,36.2,Georgia,Central and West Asia,0,0,0
HKG,2004,NA,NA,NA,NA,NA,NA,1.586487,1.756831,1.8713490000000002,NA,NA,NA,30.304144360000002,0.865,NA,"Hong Kong, China",East Asia,1,0,0
IDN,2004,NA,NA,NA,NA,NA,NA,-0.7736328,-0.4153518,-0.9321511,NA,NA,NA,2.108641795,0.628,32.7,Indonesia,Southeast Asia,1,0,0
IND,2004,NA,NA,NA,NA,NA,NA,0.0400426,-0.1573192,-0.41115070000000004,NA,NA,NA,0.8976282327,0.527,34.4,India,South Asia,1,0,0
JPN,2004,NA,NA,NA,NA,NA,NA,1.265991,1.36378,1.218695,NA,NA,NA,32.5151158,0.871,NA,Japan,East Asia,1,0,0
KAZ,2004,NA,NA,NA,NA,NA,NA,-1.008891,-0.6541258000000001,-1.095961,NA,NA,NA,6.580885049000001,0.737,31.8,Kazakhstan,Central and West Asia,1,0,0
KGZ,2004,NA,NA,NA,NA,NA,NA,-0.8140251000000001,-0.6829314000000001,-1.104846,NA,NA,NA,0.8314843246,0.64,34.8,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2004,NA,NA,NA,NA,NA,NA,-1.2797290000000001,-0.8856814000000001,-1.0617299999999998,NA,NA,NA,0.6246039215,0.482,NA,Cambodia,Southeast Asia,0,0,1
KIR,2004,NA,NA,NA,NA,NA,NA,0.3704675,-0.6121379,0.32133470000000003,NA,NA,NA,1.486347483,NA,NA,Kiribati,Oceania,0,1,1
KOR,2004,NA,NA,NA,NA,NA,NA,0.9197049999999999,0.9010343000000001,0.388703,NA,NA,NA,20.36106925,0.853,NA,Republic of Korea,East Asia,1,0,0
LAO,2004,NA,NA,NA,NA,NA,NA,-1.121745,-0.9999511000000001,-1.236541,NA,NA,NA,1.111724543,0.503,NA,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2004,NA,NA,NA,NA,NA,NA,0.1759895,-0.42357390000000006,-0.1458181,NA,NA,NA,2.1301389570000002,0.719,NA,Sri Lanka,South Asia,0,0,0
MDV,2004,NA,NA,NA,NA,NA,NA,-0.0796294,-0.0064424999999999994,-0.3524567,NA,NA,NA,7.788166946,0.649,NA,Maldives,South Asia,0,1,0
MHL,2004,NA,NA,NA,NA,NA,NA,-0.21000389999999997,-0.9387148999999999,-0.5724694,NA,NA,NA,3.0526617230000004,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2004,NA,NA,NA,NA,NA,NA,-1.739791,-1.561635,-1.6460970000000001,NA,NA,NA,0.4812338553,0.452,NA,Myanmar,Southeast Asia,0,0,0
MNG,2004,NA,NA,NA,NA,NA,NA,0.0276974,-0.4103425,-0.39802009999999993,NA,NA,NA,1.951713418,0.636,NA,Mongolia,East Asia,0,0,0
MYS,2004,NA,NA,NA,NA,NA,NA,0.5179630999999999,1.0877620000000001,0.3377635,NA,NA,NA,7.043776166,0.733,NA,Malaysia,Southeast Asia,1,0,0
NPL,2004,NA,NA,NA,NA,NA,NA,-0.7425213,-0.7501413,-0.8709621,NA,NA,NA,0.6046595802000001,0.476,NA,Nepal,South Asia,0,0,1
NRU,2004,NA,NA,NA,NA,NA,NA,0.8400118000000001,NA,NA,NA,NA,NA,3.431636941,NA,NA,Nauru,Oceania,1,1,0
NZL,2004,NA,NA,NA,NA,NA,NA,1.869368,1.961784,2.3768380000000002,NA,NA,NA,34.32263335,0.894,NA,New Zealand,Oceania,1,0,0
PAK,2004,NA,NA,NA,NA,NA,NA,-0.8769779000000001,-0.4629056,-1.0825200000000001,NA,NA,NA,1.129136851,0.473,32.5,Pakistan,South Asia,0,0,0
PHL,2004,NA,NA,NA,NA,NA,NA,-0.5681162,-0.2364625,-0.6489331,NA,NA,NA,2.017674162,0.652,NA,Philippines,Southeast Asia,0,0,0
PLW,2004,NA,NA,NA,NA,NA,NA,0.8400118000000001,NA,NA,NA,NA,NA,12.653255119999999,0.758,NA,Palau,Oceania,0,1,0
PNG,2004,NA,NA,NA,NA,NA,NA,-0.8992642,-0.6469778,-0.9605085999999999,NA,NA,NA,1.814341665,0.473,NA,Papua New Guinea,Oceania,0,1,0
SGP,2004,NA,NA,NA,NA,NA,NA,1.6572209999999998,1.9896630000000002,2.32558,NA,NA,NA,39.790325149999994,0.849,NA,Singapore,Southeast Asia,1,1,0
SLB,2004,NA,NA,NA,NA,NA,NA,-0.8863054,-1.270239,-0.3655732,NA,NA,NA,1.7736808899999998,0.5,NA,Solomon Islands,Oceania,0,1,1
THA,2004,NA,NA,NA,NA,NA,NA,0.1063597,0.31536620000000004,-0.225242,NA,NA,NA,4.262518807,0.686,42.5,Thailand,Southeast Asia,1,0,0
TJK,2004,NA,NA,NA,NA,NA,NA,-1.170146,-0.9745043999999999,-1.2882879999999999,NA,NA,NA,0.6024359602000001,0.6,33.6,Tajikistan,Central and West Asia,0,0,0
TKM,2004,NA,NA,NA,NA,NA,NA,-1.6340459999999999,-1.6438419999999998,-1.474577,NA,NA,NA,2.492296398,NA,NA,Turkmenistan,Central and West Asia,0,0,0
TLS,2004,NA,NA,NA,NA,NA,NA,-0.6868411999999999,-0.6770105,-0.29536540000000006,NA,NA,NA,0.9134077496,0.518,NA,Timor-Leste,Southeast Asia,0,1,1
TON,2004,NA,NA,NA,NA,NA,NA,0.06603780000000001,-0.6049420999999999,-0.4335981,NA,NA,NA,3.89884051,0.682,NA,Tonga,Oceania,0,1,0
TUV,2004,NA,NA,NA,NA,NA,NA,0.8818524999999999,-0.7793114000000001,0.637419,NA,NA,NA,2.865452832,NA,NA,Tuvalu,Oceania,0,1,1
TWN,2004,NA,NA,NA,NA,NA,NA,0.9996896000000001,1.113148,0.8291048000000001,NA,NA,NA,NA,NA,NA,"Taipei,China",East Asia,1,0,0
UZB,2004,NA,NA,NA,NA,NA,NA,-1.3179,-1.03046,-1.1341729999999999,NA,NA,NA,1.475969665,0.626,NA,Uzbekistan,Central and West Asia,0,0,0
VNM,2004,NA,NA,NA,NA,NA,NA,-0.5679131,-0.4786768,-0.734896,NA,NA,NA,1.194960504,0.62,36.8,Viet Nam,Southeast Asia,0,0,0
VUT,2004,NA,NA,NA,NA,NA,NA,0.0698279,-0.6307651,-0.3243554,NA,NA,NA,2.552747477,NA,NA,Vanuatu,Oceania,0,1,0
WSM,2004,NA,NA,NA,NA,NA,NA,0.8546700999999999,0.0639811,0.12809949999999998,NA,NA,NA,3.894953875,0.673,NA,Samoa,Oceania,0,1,0
AFG,2005,8.7314,0.0046,NA,NA,NA,NA,-1.658668,-1.2108290000000002,-1.443609,NA,NA,NA,0.34592581380000004,0.418,NA,Afghanistan,South Asia,0,0,1
ARM,2005,46.9189,21.962,NA,NA,NA,NA,-0.4002492,-0.139913,-0.6741413,NA,NA,NA,2.364175935,0.712,36,Armenia,Central and West Asia,0,0,0
AUS,2005,487.803,6.6786,NA,NA,NA,NA,1.7244509999999997,1.7512130000000001,1.9523580000000003,NA,NA,NA,50.332874839999995,0.906,NA,Australia,Oceania,1,0,0
AZE,2005,30.1834,0.3119,NA,NA,NA,NA,-0.7917499,-0.7294371999999999,-1.04491,NA,NA,NA,2.6317589789999998,0.674,26.6,Azerbaijan,Central and West Asia,0,0,0
BGD,2005,106.227,2.1156,NA,NA,NA,NA,-0.9789065999999998,-0.9113003000000001,-1.387597,NA,NA,NA,0.7691359804,0.514,33.2,Bangladesh,South Asia,0,0,1
BRN,2005,9.8441,NA,NA,NA,NA,NA,0.2419076,0.600312,0.2461524,NA,NA,NA,34.44112261000001,0.822,NA,Brunei Darussalam,Southeast Asia,1,0,0
BTN,2005,4.0279,NA,NA,NA,NA,NA,0.3117011,0.32459509999999997,0.8192554,NA,NA,NA,1.489211777,0.52,NA,Bhutan,South Asia,0,0,1
CHN,2005,67.8947,30.1125,NA,NA,NA,NA,-0.5890847,-0.1199866,-0.6087338000000001,NA,NA,NA,3.39071017,0.64,40.9,People's Republic of China,East Asia,1,0,0
COK,2005,0.3277,NA,NA,NA,NA,NA,1.133692,0.9232338,0.569079,NA,NA,NA,NA,NA,NA,Cook Islands,Oceania,0,1,0
FJI,2005,1.2434,NA,NA,NA,NA,NA,-0.046610000000000006,-0.0797787,-0.3017229,NA,NA,NA,4.570285876,0.705,NA,Fiji,Oceania,0,1,0
FSM,2005,0.2905,NA,NA,NA,NA,NA,0.6634981,-0.0956322,-0.23593429999999999,NA,NA,NA,3.022795709,0.577,42.4,Federated States of Micronesia,Oceania,0,1,0
GEO,2005,7.1296,0.2505,NA,NA,NA,NA,-0.7093209,-0.43399719999999997,-0.2154314,NA,NA,NA,2.329570854,0.725,37.4,Georgia,Central and West Asia,0,0,0
HKG,2005,272.1235,0.3031,NA,NA,NA,NA,1.613014,1.614587,1.779577,NA,NA,NA,32.401206880000004,0.874,NA,"Hong Kong, China",East Asia,1,0,0
IDN,2005,28.931,0.0147,NA,NA,NA,NA,-0.8215281999999999,-0.48312790000000005,-0.8781986999999999,NA,NA,NA,2.199093914,0.632,33,Indonesia,Southeast Asia,1,0,0
IND,2005,593.674,13.9586,NA,NA,NA,NA,0.1279031,-0.1055001,-0.3607849,NA,NA,NA,0.9535679730000001,0.536,NA,India,South Asia,1,0,0
JPN,2005,201.1555,0.2474,NA,NA,NA,NA,1.234982,1.290751,1.218508,NA,NA,NA,33.09854747,0.875,NA,Japan,East Asia,1,0,0
KAZ,2005,310.3027,0.733,NA,NA,NA,NA,-0.8654315999999999,-0.6191217,-1.014119,NA,NA,NA,7.155343663,0.747,39.8,Kazakhstan,Central and West Asia,1,0,0
KGZ,2005,30.9399,0.3096,NA,NA,NA,NA,-1.114423,-0.8784107,-1.2533860000000001,NA,NA,NA,0.8207159801,0.642,32.6,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2005,11.4096,0.0195,NA,NA,NA,NA,-1.233935,-0.9993225,-1.209747,NA,NA,NA,0.6963394218,0.494,NA,Cambodia,Southeast Asia,0,0,1
KIR,2005,0.2487,NA,NA,NA,NA,NA,0.7217456999999999,-0.4735642,0.2033174,NA,NA,NA,1.529175871,NA,NA,Kiribati,Oceania,0,1,1
KOR,2005,48.6065,0.0588,NA,NA,NA,NA,0.9900065,0.9906011,0.623883,NA,NA,NA,21.19335751,0.86,NA,Republic of Korea,East Asia,1,0,0
LAO,2005,2.0371,NA,NA,NA,NA,NA,-1.1791280000000002,-1.208072,-1.302482,NA,NA,NA,1.172217346,0.512,NA,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2005,3.9526,0.0227,NA,NA,NA,NA,0.1526568,-0.3130901,-0.3397865,NA,NA,NA,2.2448212880000002,0.725,NA,Sri Lanka,South Asia,0,0,0
MDV,2005,4.5045,NA,NA,NA,NA,NA,0.0409874,0.20220120000000003,-0.44076109999999996,NA,NA,NA,6.589127171,0.645,NA,Maldives,South Asia,0,1,0
MHL,2005,0.2417,NA,NA,NA,NA,NA,-0.0717687,-1.039871,-0.46461679999999994,NA,NA,NA,3.0803427620000003,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2005,8.3025,NA,NA,NA,NA,NA,-1.731732,-1.526451,-1.537207,NA,NA,NA,0.5422191403000001,0.461,NA,Myanmar,Southeast Asia,0,0,0
MNG,2005,1.1477,NA,NA,NA,NA,NA,-0.2187209,-0.3764116,-0.6109759,NA,NA,NA,2.0683985440000003,0.649,NA,Mongolia,East Asia,0,0,0
