iso,country_name,year,value.Control of Corruption: Estimate,value.Government Effectiveness: Estimate,value.Political Stability and Absence of Violence/Terrorism: Estimate,value.Regulatory Quality: Estimate,value.Rule of Law: Estimate,value.Voice and Accountability: Estimate,mean_temperature,conflict_stock_displacement,conflict_stock_displacement_raw,conflict_new_displacements,conflict_new_displacements_raw,disaster_new_displacements,disaster_new_displacements_raw,disaster_stock_displacement,disaster_stock_displacementr_raw,hdi_rank,hdi_value,EPI,HLT,AIR,H2O,HMT,ECO,BDH,FSH,CCH,APE,WRS,AGR,HAD,PMD,PMW,USD,UWD,PBD,MPA,TBN,TBG,SPI,PAR,SHI,TCL,FSS,RMS,DCT,DPT,DMT,DNT,DBT,DST,DXT,WWT,SNM,OZD,WMG,MSW,BHV,ECS,GRL,WTL,FGT,CDA,CHA,FGA,NDA,BCA,LCB,GIB,GHP,SDA,NXA,ims_both_sex,ims_male,ims_female,totalpop_both_in_thou,totalpop_male_in_though,totalpop_female_in_thou,ims_percent_totalpop_both_sex,ims_percent_totalpop_male,ims_percent_totalpop_female,female_migrants_perc_ims,estimated_refugee_stock_incl_asylum_seekers_both_sexes,refugees_asylum_seekers_perc_ims,v2pepwrses,v2peapssoc,v2clsocgrp,fsi_total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention,value.Gini index (World Bank estimate),GDP per capita (constant 2015 US$),value.GDP (constant 2015 US$),CRI score,Fatalities (Rank),Fatalities per 100 000 inhabitants (Rank),Losses in million US$ (PPP) (Rank),Losses per unit GDP in % (Rank),A1,A2,A3,A_avg,B4,B5,B6,B_avg,C7,C8,C9,C10,C11,C_avg,D12,D13,D14,D15,D16,D_avg,portfolio,overall_rating
AFG,Afghanistan,2017,-1.515626,-1.325545,-2.801084,-1.336691,-1.562423,-0.9908541,14.12,1286000.0,1286483.0,474000.0,473892.0,27000.0,26871.0,0.0,0.0,169.0,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085,-0.46,-0.835,107.3,10.0,8.6,8.4,8.3,7.5,8.2,9.1,9.9,8.5,9.3,9.8,9.7,,553.3550517000001,20084636379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,2017,-0.5633132,-0.1026952,-0.6207712,0.2805222,-0.1606279,-0.5608286,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.747,1.365,1.783,71.0,5.5,7.4,6.1,6.3,4.5,6.2,7.6,3.6,7.0,3.1,7.0,6.7,33.6,3860.218058,11367527675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,Australia,2017,1.7983509999999998,1.538219,0.8960608,1.933411,1.686461,1.375636,22.57,0.0,0.0,0.0,0.0,31000.0,30939.0,0.0,0.0,8.0,0.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.021,2.964,1.327,22.3,2.1,1.7,3.9,1.7,2.2,1.3,1.0,1.5,2.3,1.3,2.3,1.0,,57695.57126,1419420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,Azerbaijan,2017,-0.8853078999999999,-0.1726412,-0.7479199000000001,-0.2449824,-0.5575179,-1.563684,13.17,643000.0,642982.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.579,0.78,1.173,76.3,6.2,7.9,6.5,4.1,5.9,4.3,8.8,5.4,8.5,4.6,7.7,6.4,,5229.526137,51531923131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,2017,-0.8317032,-0.7350984,-1.256081,-0.8055848000000001,-0.6718881,-0.6150656,25.49,432000.0,432000.0,6000.0,6000.0,946000.0,946119.0,0.0,0.0,133.0,0.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.417,-1.042,-0.936,89.1,7.6,9.3,8.7,5.8,6.7,7.8,7.8,8.1,7.4,7.5,6.6,5.8,,1403.861692,224176000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,Bhutan,2017,1.553321,0.5571043000000001,1.11713,-0.3313459,0.611513,0.0109287,12.28,,,,,,,,,129.0,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,2.126,1.405,76.0,4.5,7.5,7.9,4.7,6.1,7.2,4.3,6.1,6.6,6.1,7.0,8.0,37.4,3040.937003,2267210115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,2017,0.7151719,1.146735,1.160305,0.7176718000000001,0.6497172,-0.9486977,26.71,0.0,0.0,0.0,0.0,94.0,94.0,0.0,0.0,47.0,0.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6,5.1,7.4,5.9,3.5,7.8,4.6,8.3,1.8,7.7,3.7,2.2,3.6,,30101.5288,12777527045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Cambodia,2017,-1.289828,-0.6596310000000001,0.091222,-0.5016114,-1.053886,-1.154714,27.55,0.0,0.0,0.0,0.0,15000.0,15068.0,0.0,0.0,144.0,0.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13,0.119,-0.487,85.7,6.7,8.3,6.9,5.7,6.6,7.6,8.3,7.8,7.7,7.0,5.7,7.4,,1289.985814,20651915663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
COK,Cook Islands,2017,,,,,,,23.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,"Micronesia, Federated States of",2017,0.7213003000000001,0.0467935,1.178782,-0.9869629,-0.0229299,1.146132,27.24,,,,,,,,,136.0,0.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4,4.6,5.6,4.0,8.8,8.3,9.8,5.5,6.0,3.3,7.1,3.9,9.5,,2941.873325,327904142.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,Fiji,2017,0.3450749,0.0698404,0.6196550000000001,-0.223414,-0.26470029999999994,0.1228353,24.61,0.0,0.0,0.0,0.0,370.0,374.0,0.0,0.0,93.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.297,-0.353,1.317,76.9,7.1,7.9,6.9,6.5,6.3,8.2,6.9,5.0,6.9,4.9,3.1,7.2,,5759.658669,5053870096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,Georgia,2017,0.7407625,0.5757036999999999,-0.3707961,1.051975,0.3208365,0.2647963,8.02,289000.0,288765.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.006,1.415,1.64,76.5,6.8,9.1,7.9,5.5,5.5,4.9,8.3,4.3,5.6,3.7,7.5,7.4,37.9,4327.727585000001,16133785749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,Hong Kong,2017,1.618103,1.905391,0.8294838999999999,2.166828,1.7225279999999998,0.4282603,,0.0,0.0,0.0,0.0,3300.0,3292.0,0.0,0.0,4.0,0.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,1.725,1.277,,,,,,,,,,,,,,,44384.76858,328079000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,India,2017,-0.2419506,0.0868715,-0.7648019,-0.2529919,-0.0012233,0.3870479,25.15,806000.0,805744.0,78000.0,78489.0,1346000.0,1345994.0,0.0,0.0,131.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.063,0.273,77.9,7.4,7.3,8.3,5.1,7.0,6.1,4.7,7.4,6.0,7.9,5.3,5.4,,1816.730876,2432020000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,Indonesia,2017,-0.2548542,0.038375699999999985,-0.4979034000000001,-0.1051562,-0.34967600000000004,0.131601,26.22,13000.0,12905.0,2800.0,2750.0,365000.0,364971.0,0.0,0.0,106.0,0.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.13,1.081,72.9,6.2,7.0,7.1,4.5,5.8,6.9,5.1,5.9,7.2,6.6,5.4,5.2,38.1,3589.715543,950022000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,2017,1.5255379999999998,1.619905,1.112167,1.376554,1.57062,1.003693,11.17,0.0,0.0,0.0,0.0,21000.0,20796.0,0.0,0.0,19.0,0.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.3040000000000003,37.4,1.6,2.6,3.7,4.1,1.6,3.2,1.2,2.2,3.0,6.0,4.4,3.8,,35914.64127,4553470000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,Kazakhstan,2017,-0.8207139999999999,0.0036757,0.0288013,0.1709108,-0.4140919,-1.247189,7.54,0.0,0.0,0.0,0.0,7100.0,7115.0,0.0,0.0,51.0,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7020000000000001,1.86,1.426,65.9,5.2,7.6,7.6,6.4,4.2,3.6,8.3,4.0,7.3,4.5,3.0,4.2,27.5,10758.52088,194060000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,Kiribati,2017,0.3631015,-0.26759720000000004,0.8814255999999999,-0.8283504,0.4754284,1.047755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590.060067,181510126.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,Kyrgyzstan,2017,-1.056221,-0.7085057,-0.375253,-0.3495833,-0.9245595,-0.4308959,2.35,0.0,0.0,0.0,0.0,3300.0,3320.0,0.0,0.0,120.0,0.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244,1.5319999999999998,1.041,80.3,6.5,8.0,8.4,7.0,5.9,7.0,7.7,5.1,7.5,5.5,5.3,6.4,27.3,1177.4387359999996,7298000774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,Lao People's Democratic Republic,2017,-0.9369708,-0.3854913,0.3966877,-0.7200474,-0.8810804,-1.751465,23.77,0.0,0.0,0.0,0.0,190.0,188.0,0.0,0.0,137.0,0.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,-0.624,-0.807,82.4,5.5,8.3,6.6,5.2,6.6,7.7,9.1,7.0,7.9,7.3,5.1,6.1,,2373.597379,16503696158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,Malaysia,2017,0.0590311,0.8348416999999999,0.1164103,0.7246627,0.4976971,-0.3988987,25.85,0.0,0.0,0.0,0.0,82000.0,82393.0,0.0,0.0,62.0,0.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.534,0.607,-0.215,65.4,6.3,6.8,6.5,3.1,5.0,5.0,7.7,4.2,8.0,5.3,3.7,3.8,,10707.7483,333061000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,2017,-0.7923263,-0.4604082000000001,0.2320411,-0.4215108,-0.6224615,-0.7411916000000001,27.75,0.0,0.0,0.0,0.0,76.0,76.0,0.0,0.0,95.0,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141,2.221,0.406,74.4,6.4,8.0,4.8,5.9,3.6,6.2,8.5,5.6,8.2,6.0,4.7,6.5,,9437.906316,4684957820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,Marshall Islands,2017,-0.0533027,-1.530098,0.8745483000000001,-1.028267,0.092149,1.1898540000000002,28.36,,,,,,,,,117.0,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312.175215,192281707.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,2017,-0.454145,-0.2675595,0.7889858000000001,-0.1161962,-0.306502,0.293299,1.89,,,,,,,,,99.0,0.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996,0.75,2.2,56.7,3.6,5.5,3.8,5.0,6.4,3.3,4.0,5.4,4.5,5.1,3.0,7.1,,4000.83782,12457760794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMR,Myanmar,2017,-0.565286,-1.046625,-1.084839,-0.8298815,-0.9440181,-0.8646715,23.53,635000.0,635155.0,57000.0,56967.0,351000.0,351436.0,0.0,0.0,147.0,0.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525,-0.894,-1.669,95.7,8.9,8.3,9.7,5.9,7.7,6.4,8.6,8.5,8.9,6.8,8.7,7.3,30.7,1380.152827,73676037276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRU,Nauru,2017,-0.4712846,-0.4331815,0.5188398,-1.096113,-0.7277977,0.5085089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7986.1427,84469431.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,New Zealand,2017,2.2447310000000003,1.769038,1.595223,2.09194,1.927889,1.558655,10.63,0.0,0.0,0.0,0.0,6300.0,6250.0,0.0,0.0,14.0,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.111,1.765,2.151,22.6,1.2,1.4,3.6,3.6,2.3,2.1,0.9,1.4,1.0,2.1,1.8,1.2,,39758.26432,191380000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIU,Niue,2017,,,,,,,25.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,Pakistan,2017,-0.7796810000000001,-0.596828,-2.4063060000000003,-0.5919536,-0.7241798,-0.6934352,21.51,249000.0,249491.0,75000.0,75137.0,1800.0,1750.0,0.0,0.0,154.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.281,0.748,-1.121,98.9,9.1,8.9,10.0,6.9,6.5,7.2,8.1,7.7,8.0,8.4,8.7,9.4,,1449.533515,301367000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLW,Palau,2017,-0.4712846,-0.22806060000000006,0.8745483000000001,-0.5965419,0.2858942,1.211716,28.31,,,,,,,,,50.0,0.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15218.25706,271021939.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,Papua New Guinea,2017,-0.9014524,-0.6654483,-0.6978666,-0.651908,-0.823908,0.13287179999999998,25.11,12000.0,12423.0,0.0,0.0,1400.0,1387.0,0.0,0.0,155.0,0.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.189,-0.972,1.279,86.4,7.2,7.1,6.3,6.1,9.1,7.4,6.8,9.0,7.6,7.8,5.2,6.8,,2811.797465,23726053855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,China,2017,-0.27085,0.4137717000000001,-0.2310181,-0.1467606,-0.26671090000000003,-1.503779,7.94,0.0,0.0,0.0,0.0,4473000.0,4473319.0,0.0,0.0,85.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.228,1.391,-1.148,74.7,5.9,7.2,7.9,4.4,7.3,4.9,8.6,5.7,8.5,6.7,4.9,2.7,,9053.212733,12640200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,2017,-0.476546,-0.054696900000000014,-1.18508,0.019665,-0.417701,0.0841495,25.91,445000.0,445268.0,645000.0,644811.0,2529000.0,2528620.0,0.0,0.0,107.0,0.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.305,0.285,-0.016,84.4,9.7,8.0,7.9,5.5,5.7,6.5,7.0,6.7,6.6,7.5,6.9,6.4,,3338.441533,351114000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,"Korea, Republic of",2017,0.4832031,1.075108,0.385621,1.107531,1.167174,0.7572566999999999,11.74,0.0,0.0,0.0,0.0,4300.0,4333.0,0.0,0.0,23.0,0.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.748,2.849,2.079,38.1,2.1,4.3,2.9,2.0,3.0,3.9,4.4,1.9,2.9,3.1,2.0,5.6,,30307.39524,1556650000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,Samoa,2017,0.6232969,0.5906206,1.178782,-0.08005060000000001,0.8020398,0.7765051,27.69,,,,,,,,,111.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1,4.7,5.1,4.5,6.3,4.9,9.5,5.5,4.9,4.1,5.7,2.7,9.2,,4406.635495,860871497.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,Solomon Islands,2017,0.0982467,-1.011195,0.1990407,-0.7953451,-0.2301479,0.4899799,25.58,0.0,0.0,0.0,0.0,580.0,575.0,0.0,0.0,151.0,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262,-0.662,1.519,84.8,5.9,8.2,6.5,7.1,9.0,6.9,6.8,7.7,5.2,8.5,4.4,8.6,,2292.133554,1457865704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,Sri Lanka,2017,-0.4532179,-0.1512185,-0.07116549999999999,-0.1308368,0.0484503,-0.06190509999999999,27.48,42000.0,41938.0,0.0,0.0,135000.0,135158.0,0.0,0.0,72.0,0.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.528,0.434,-0.816,86.6,7.4,8.8,9.0,5.4,7.1,7.7,6.9,5.1,8.3,6.2,8.4,6.3,,4067.993065,87234043286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJK,Tajikistan,2017,-1.331715,-1.1075469999999998,-0.6735291,-1.058203,-1.349738,-1.721339,3.96,0.0,0.0,0.0,0.0,4700.0,4665.0,0.0,0.0,125.0,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.83,-0.325,0.7,81.8,6.7,8.4,7.4,7.3,4.8,6.2,9.1,5.6,8.2,7.9,4.3,5.9,,1066.406748,9469979848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,Thailand,2017,-0.3881467,0.3820223,-0.7528449,0.1410585,0.0373115,-1.045534,26.87,41000.0,40584.0,0.0,0.0,50000.0,50371.0,0.0,0.0,79.0,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238,0.08900000000000001,-0.752,76.2,9.0,9.4,8.5,3.3,5.3,4.7,7.5,4.4,8.0,6.4,5.9,3.8,36.5,6247.992078,432422000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,Timor-Leste,2017,-0.5433680000000001,-0.9976667,0.0715113,-0.7369812,-1.162094,0.3432258,25.2,,,,,,,,,141.0,0.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.287,-0.123,1.767,90.5,7.2,8.3,6.5,7.9,6.8,7.6,6.9,8.5,5.3,9.7,6.3,9.5,,1285.139874,1597763000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,Tonga,2017,-0.182631,-0.2221107,0.7902956,-0.3959075,0.2669213,0.6030468000000001,25.02,,,,,,,,,104.0,0.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4717.507547,481195204.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKM,Turkmenistan,2017,-1.475602,-1.214653,-0.12590230000000002,-1.996331,-1.481706,-2.159949,16.45,,,,,,,,,111.0,0.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.948,0.78,-1.385,74.4,6.3,7.8,6.6,4.9,6.7,5.1,9.7,5.6,8.7,5.4,3.5,4.1,,7032.457912999998,40490550854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV,Tuvalu,2017,0.035612,-0.74608,1.241721,-0.7858735,0.5117167,1.080547,28.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3349.4332010000007,38066308.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,Uzbekistan,2017,-1.157735,-0.5541742,-0.2378505,-1.2583719999999998,-1.106031,-1.7973599999999998,13.64,,,,,,,,,106.0,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.079,0.7240000000000001,-0.068,81.5,7.1,8.8,7.1,6.3,6.9,6.0,9.5,4.9,9.2,5.6,5.5,4.6,,2943.099222,95322863451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT,Vanuatu,2017,-0.0056426,-0.8916905,0.701278,-0.330114,0.445055,0.6946404,24.24,0.0,0.0,0.0,0.0,14000.0,14259.0,0.0,0.0,140.0,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.415,-0.052000000000000005,2.181,,,,,,,,,,,,,,,2849.263512,813461883.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,Viet Nam,2017,-0.5843227,0.0056701,0.2302038,-0.397156,0.0623794,-1.41114,24.69,0.0,0.0,0.0,0.0,633000.0,633463.0,0.0,0.0,117.0,0.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.621,0.98,1.176,70.2,4.6,6.9,6.0,5.1,5.0,6.2,8.3,4.7,7.4,6.1,4.7,5.2,,2317.3690690000008,219225000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,Nepal,2018,-0.6708352,-0.8982426,-0.5617288,-0.7379818,-0.4775418,-0.1357345,13.35,0.0,0.0,0.0,0.0,12000.0,12296.0,0.0,0.0,142.0,0.596,31.44,10.54,3.94,23.54,18.43,45.38,68.52,,35.11,49.58,0.0,38.16,9.85,0.0,0.0,23.72,23.37,18.43,,76.27,45.86,83.04,40.39,97.42,63.09,,,27.81,50.62,40.74,36.39,22.33,58.03,41.14,0.0,38.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.939,-0.8420000000000001,1.042,87.9,6.2,8.8,9.6,6.1,6.4,6.4,7.1,6.9,7.4,8.7,7.5,6.8,,1021.331877,28695046274.0,29.67,8.0,10.0,56.0,47.0,4.5,3.5,4.5,4.2,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,3.5,4.0,3.5,4.0,5.0,3.5,3.5,3.9,4.5,4.0
AFG,Afghanistan,2018,-1.487624,-1.453096,-2.763864,-1.133277,-1.664038,-1.011603,14.55,2598000.0,2597897.0,372000.0,371779.0,435000.0,435448.0,0.0,0.0,169.0,0.509,37.74,36.76,44.67,25.75,0.0,38.4,13.44,,33.04,91.44,0.0,44.77,0.0,71.78,77.11,24.88,26.62,0.0,,0.61,1.26,3.07,7.0,90.6,99.07,,,23.47,,53.62,50.1,67.66,82.88,100.0,0.0,44.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085,-0.46,-0.835,106.6,10.0,8.6,8.1,8.3,7.8,8.1,9.1,10.0,8.2,9.2,9.9,9.4,,546.7430101,20323488525.0,36.0,15.0,21.0,61.0,49.0,3.0,3.0,3.0,3.0,3.5,2.0,3.0,2.8,2.5,3.0,3.0,2.5,2.0,2.6,1.5,4.0,3.5,2.5,2.0,2.7,3.0,2.8
ARM,Armenia,2018,-0.34759959999999995,-0.0284142,-0.4449081,0.3279592,-0.1494592,-0.13794379999999998,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.771,62.07,56.85,53.55,61.94,69.06,65.56,79.57,,49.82,66.93,84.51,33.19,36.71,60.04,69.52,58.86,65.02,69.06,,99.99,100.0,58.27,27.75,92.27,73.6,,,47.73,49.82,50.83,52.35,64.18,97.85,36.0,84.51,33.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,1.418,2.169,69.5,5.2,7.4,5.8,6.6,4.2,6.1,8.1,3.4,6.9,2.8,6.7,6.4,34.4,4051.384967,11958639114.0,125.0,115.0,115.0,135.0,135.0,,,,,,,,,,,,,,,,,,,,,,
