iso,country_name,year,EPI,HLT,AIR,H2O,HMT,ECO,BDH,FSH,CCH,APE,WRS,AGR,HAD,PMD,PMW,USD,UWD,PBD,MPA,TBN,TBG,SPI,PAR,SHI,TCL,FSS,RMS,DCT,DPT,DMT,DNT,DBT,DST,DXT,WWT,SNM,OZD,WMG,MSW,BHV,ECS,GRL,WTL,FGT,CDA,CHA,FGA,NDA,BCA,LCB,GIB,GHP,SDA,NXA,data_source
GIN,Guinea,2010,44.4,,33.07,,,,,,69.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
GLP,Guadeloupe,2010,,,51.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
GMB,Gambia,2010,50.3,,31.595,,,,,,75.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
GNB,Guinea-Bissau,2010,44.7,,34.195,,,,,,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
GNQ,Equatorial Guinea,2010,41.9,,89.99,,,,,,37.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
GRC,Greece,2010,60.9,,59.965,,,,,,32.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
GRD,Grenada,2010,,,64.88,,,,,,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
GRL,Greenland,2010,,,77.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
GTM,Guatemala,2010,54,,39.635,,,,,,54.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
GUF,French Guiana,2010,,,65.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
GUM,Guam,2010,,,53.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
GUY,Guyana,2010,59.2,,73.505,,,,,,59.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
HKG,Hong Kong,2010,,,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
HND,Honduras,2010,49.9,,53.72,,,,,,47.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
HRV,Croatia,2010,68.7,,63.38,,,,,,39.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
HTI,Haiti,2010,39.5,,51.755,,,,,,58.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
HUN,Hungary,2010,69.1,,74.59,,,,,,51.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
IDN,Indonesia,2010,44.6,,36.685,,,,,,49.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
IMN,Isle of Man,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
IND,India,2010,48.3,,37.315,,,,,,60.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
IRL,Ireland,2010,67.1,,74.425,,,,,,40.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
IRN,Iran,2010,60,,60.1,,,,,,52.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
IRQ,Iraq,2010,41,,49.325,,,,,,64.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ISL,Iceland,2010,93.5,,67.865,,,,,,90.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ISR,Israel,2010,62.4,,62.135,,,,,,32.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ITA,Italy,2010,73.1,,64.345,,,,,,47.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
JAM,Jamaica,2010,58,,48.875,,,,,,37.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
JOR,Jordan,2010,56.1,,63.55,,,,,,32.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
JPN,Japan,2010,72.5,,60.86,,,,,,48.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
KAZ,Kazakhstan,2010,57.3,,88.675,,,,,,46.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
KEN,Kenya,2010,51.4,,52.71,,,,,,66.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
KGZ,Kyrgyzstan,2010,59.7,,68.945,,,,,,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
KHM,Cambodia,2010,41.7,,43,,,,,,56.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
KIR,Kiribati,2010,,,73.91,,,,,,75.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
KNA,Saint Kitts and Nevis,2010,,,78.43,,,,,,67.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
KOR,South Korea,2010,57,,53.545,,,,,,36.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
KWT,Kuwait,2010,51.1,,44.545,,,,,,35.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
LAO,Laos,2010,59.6,,46.825,,,,,,68.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
LBN,Lebanon,2010,57.9,,61.065,,,,,,37.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
LBR,Liberia,2010,,,58.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
LBY,Libyan Arab Jamahiriya,2010,50.1,,54.065,,,,,,43.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
LCA,Saint Lucia,2010,,,72.51,,,,,,75.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
LIE,Liechtenstein,2010,,,67.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
LKA,Sri Lanka,2010,63.7,,38.88,,,,,,79.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
LSO,Lesotho,2010,,,54.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
LTU,Lithuania,2010,68.3,,79.905,,,,,,59.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
LUX,Luxembourg,2010,67.8,,81.255,,,,,,28.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
LVA,Latvia,2010,72.5,,84.89,,,,,,55.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MAC,Macao,2010,,,32.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MAR,Morocco,2010,65.6,,80.29,,,,,,56.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MCO,Monaco,2010,,,63.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MDA,Moldova,2010,58.8,,69.91,,,,,,49.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MDG,Madagascar,2010,49.2,,52.705,,,,,,74.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MDV,Maldives,2010,65.9,,59.575,,,,,,75.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MEX,Mexico,2010,67.3,,57.82,,,,,,56.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MHL,Marshall Islands,2010,,,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MKD,Macedonia,2010,60.6,,74.64,,,,,,36.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MLI,Mali,2010,39.4,,29.75,,,,,,78.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MLT,Malta,2010,76.3,,58.25,,,,,,59.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MMR,Myanmar,2010,51.3,,39.2,,,,,,64.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MNG,Mongolia,2010,42.8,,28.735,,,,,,36.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MNP,Northern Mariana Islands,2010,,,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MOZ,Mozambique,2010,51.2,,46.345,,,,,,89.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MRT,Mauritania,2010,33.7,,52.09,,,,,,56.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MSR,Montserrat,2010,,,56.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MTQ,Martinique,2010,,,45.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MUS,Mauritius,2010,80.6,,70.535,,,,,,72.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MWI,Malawi,2010,51.4,,45.24,,,,,,76.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MYS,Malaysia,2010,65,,69.265,,,,,,42.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
MYT,Mayotte,2010,,,79.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NAM,Namibia,2010,59.3,,44.61,,,,,,71.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NCL,New Caledonia,2010,,,52.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NER,Niger,2010,37.6,,33.335,,,,,,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NFK,Norfolk Island,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NGA,Nigeria,2010,40.2,,38.895,,,,,,75.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NIC,Nicaragua,2010,57.1,,61.88,,,,,,51.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NIU,Niue,2010,,,87.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NLD,Netherlands,2010,66.4,,61.1,,,,,,39.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NOR,Norway,2010,81.1,,77.755,,,,,,65.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NPL,Nepal,2010,68.2,,50.395,,,,,,96.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NRU,Nauru,2010,,,61.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
NZL,New Zealand,2010,73.4,,75.995,,,,,,38.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
OMN,Oman,2010,45.9,,52.835,,,,,,28.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PAK,Pakistan,2010,48,,30.175,,,,,,67.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PAN,Panama,2010,71.4,,56.23,,,,,,58.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PCN,Pitcairn,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PER,Peru,2010,69.3,,47.825,,,,,,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PHL,Philippines,2010,65.7,,61.74,,,,,,64.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PLW,Palau,2010,,,85.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PNG,Papua New Guinea,2010,44.3,,61.77,,,,,,55.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
POL,Poland,2010,63.1,,60.17,,,,,,45.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PRI,Puerto Rico,2010,,,67.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PRK,North Korea,2010,41.8,,37.76,,,,,,41.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PRT,Portugal,2010,73,,66.065,,,,,,49.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PRY,Paraguay,2010,63.5,,40.215,,,,,,72.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PSE,Occupied Palestinian Territory,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
PYF,French Polynesia,2010,,,63.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
QAT,Qatar,2010,48.9,,53.775,,,,,,27.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
REU,Réunion,2010,,,46.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ROU,Romania,2010,67,,67.03,,,,,,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
RUS,Russia,2010,61.2,,75.26,,,,,,45.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
RWA,Rwanda,2010,44.6,,43.88,,,,,,64.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SAU,Saudi Arabia,2010,55.3,,49.875,,,,,,40.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SCG,Serbia and Montenegro,2010,69.4,,77.115,,,,,,55.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SDN,Sudan,2010,47.1,,27.32,,,,,,72.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SEN,Senegal,2010,42.3,,41.685,,,,,,51.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SGP,Singapore,2010,69.6,,44.625,,,,,,48.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SHN,Saint Helena,2010,,,74.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SJM,Svalbard and Jan Mayen Islands,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SLB,Solomon Islands,2010,51.1,,77.65,,,,,,55.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SLE,Sierra Leone,2010,32.1,,36.375,,,,,,60.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SLV,El Salvador,2010,69.1,,63.315,,,,,,75.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SMR,San Marino,2010,,,73.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SOM,Somalia,2010,,,64.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SPM,Saint Pierre and Miquelon,2010,,,50.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
STP,Sao Tome and Principe,2010,57.3,,63.385,,,,,,76.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SUR,Suriname,2010,68.2,,70.905,,,,,,63.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SVK,Slovakia,2010,74.5,,76.595,,,,,,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SVN,Slovenia,2010,65,,65.975,,,,,,41.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SWE,Sweden,2010,86,,78.295,,,,,,70.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SWZ,Swaziland,2010,54.4,,54.805,,,,,,77.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SYC,Seychelles,2010,,,69.225,,,,,,56.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
SYR,Syria,2010,64.6,,58.2,,,,,,60.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TCA,Turks and Caicos Islands,2010,,,55.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TCD,Chad,2010,40.8,,30.99,,,,,,75.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TGO,Togo,2010,36.4,,40.715,,,,,,54.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
THA,Thailand,2010,62.2,,45.535,,,,,,52.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TJK,Tajikistan,2010,51.3,,66.47,,,,,,59.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TKL,Tokelau,2010,,,80.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TKM,Turkmenistan,2010,38.4,,70.405,,,,,,35.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TLS,Timor-Leste,2010,,,89.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TON,Tonga,2010,,,59.22,,,,,,75.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TTO,Trinidad and Tobago,2010,54.2,,46.745,,,,,,26.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TUN,Tunisia,2010,60.6,,66.145,,,,,,58.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TUR,Turkey,2010,60.4,,61.17,,,,,,53.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TUV,Tuvalu,2010,,,67.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TWN,Taiwan,2010,,,34.59,,,,,,43.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
TZA,Tanzania,2010,47.9,,49.495,,,,,,66.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
UGA,Uganda,2010,49.8,,50.745,,,,,,78.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
UKR,Ukraine,2010,58.2,,70.125,,,,,,42.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
URY,Uruguay,2010,59.1,,53.495,,,,,,49.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
USA,United States of America,2010,63.5,,63.625,,,,,,29.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
UZB,Uzbekistan,2010,42.3,,57.485,,,,,,37.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
VAT,Holy See,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
VCT,Saint Vincent and the Grenadines,2010,,,70.05,,,,,,77.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
VEN,Venezuela,2010,62.9,,68.02,,,,,,47.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
VGB,British Virgin Islands,2010,,,36.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
VIR,United States Virgin Islands,2010,,,44.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
VNM,Viet Nam,2010,59,,42.21,,,,,,58.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
VUT,Vanuatu,2010,,,70.35,,,,,,75.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
WLF,Wallis and Futuna Islands,2010,,,76.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
WSM,Samoa,2010,,,71.7,,,,,,77.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
YEM,Yemen,2010,48.3,,51.15,,,,,,76.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ZAF,South Africa,2010,50.8,,60.285,,,,,,39.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ZMB,Zambia,2010,47,,37.905,,,,,,66.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ZWE,Zimbabwe,2010,47.8,,52,,,,,,61.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ABW,Aruba,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
AFG,Afghanistan,2012,,,35.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
AGO,Angola,2012,47.57,,60.465,,,,,,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
AIA,Anguilla,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ALB,Albania,2012,65.85,,78.77,,,,,,85.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
AND,Andorra,2012,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ANT,Netherlands Antilles,2012,,,9.34,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ARE,United Arab Emirates,2012,50.91,,57.735,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ARG,Argentina,2012,56.48,,80.86,,,,,,44.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ARM,Armenia,2012,47.48,,40.065,,,,,,61.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ASM,American Samoa,2012,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
ATG,Antigua and Barbuda,2012,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
AUS,Australia,2012,56.61,,55.415,,,,,,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale EPI
